id,sources,smirks
EVODEX.0-E1134,"EVODEX.0-P17006,EVODEX.0-P17015,EVODEX.0-P17019,EVODEX.0-P19821,EVODEX.0-P31797,EVODEX.0-P31833,EVODEX.0-P32027,EVODEX.0-P33355,EVODEX.0-P33363,EVODEX.0-P33367,EVODEX.0-P33373,EVODEX.0-P33385,EVODEX.0-P33389,EVODEX.0-P33395,EVODEX.0-P33472,EVODEX.0-P33481,EVODEX.0-P33490,EVODEX.0-P33494,EVODEX.0-P33498,EVODEX.0-P33504,EVODEX.0-P33522,EVODEX.0-P33526,EVODEX.0-P33532,EVODEX.0-P33537,EVODEX.0-P33548,EVODEX.0-P33552,EVODEX.0-P33557,EVODEX.0-P33563,EVODEX.0-P33575,EVODEX.0-P33581,EVODEX.0-P33586,EVODEX.0-P33592,EVODEX.0-P33597,EVODEX.0-P33602,EVODEX.0-P33616",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:49](=[O:50])[C:51])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]O[C:49](=[O:50])[C:51]
EVODEX.0-E1135,"EVODEX.0-P17011,EVODEX.0-P19825",[H]O[C:81](=[O:80])[C:83]>>[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:81](=[O:80])[C:83])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1
EVODEX.0-E114,EVODEX.0-P2046,[C:6]:[C:10]1:[C:11](:[N:12])[C:13](=[O:14])[C:15](=[O:16])[C:17](:[C:18]):[C:24]1:[N:23].[H][C:29]([O:28])([O:30][H])[C:31]>>[H][O:14][C:13]1:[C:11](:[N:12]):[C:10](:[C:6]):[C:24](:[N:23]):[C:17](:[C:18]):[C:15]:1[O:16][H].[O:28][C:29](=[O:30])[C:31]
EVODEX.0-E115,"EVODEX.0-P2050,EVODEX.0-P2083",[O:2][C:3]1=[C:4]([O:5])[C:7](=[O:8])[C:9]([C:10])=[C:60]([C:61])[C:62]1=[O:63].[H][C@@:70]([C:69])([O:71][H])[C:72]>>[H][O:8][C:7]1:[C:4]([O:5]):[C:3]([O:2]):[C:62]([O:63][H]):[C:60]([C:61]):[C:9]:1[C:10].[C:69][C:70](=[O:71])[C:72]
EVODEX.0-E1154,EVODEX.0-P17950,[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:2]([C:1])=[O:3])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[H][C:53]([N:52])([C:54])[H:97]>>[C:1][C:2](=[O:3])[C@:53]([N:52])([C:54])[H:97]
EVODEX.0-E1156,"EVODEX.0-P17218,EVODEX.0-P17228,EVODEX.0-P17233",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:2]([C:1])=[O:3])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]OC(=O)[C@@]([H])(N([H])[H])[C:2]([C:1])=[O:3]
EVODEX.0-E1157,"EVODEX.0-P17238,EVODEX.0-P17253",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:2]([C:1])=[O:3])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])O[C:2]([C:1])=[O:3]
EVODEX.0-E116,"EVODEX.0-P2048,EVODEX.0-P2084",[O:2][C:3]1=[C:4]([O:5])[C:7](=[O:8])[C:9]([C:10])=[C:11]([H:33])[C:12]1=[O:13].[H][C@@:20]([C:19])([O:21][H])[C:22]>>[H][O:8][C:7]1:[C:4]([O:5]):[C:3]([O:2]):[C:12]([O:13][H]):[C:11]([H:33]):[C:9]:1[C:10].[C:19][C:20](=[O:21])[C:22]
EVODEX.0-E1164,EVODEX.0-P17286,[H]OP(=O)(O[H])O[C:2]([C:1])=[O:3].[H][N:9]([C:10])[H:24]>>[C:1][C:2](=[O:3])[N:9]([C:10])[H:24]
EVODEX.0-E1165,"EVODEX.0-P17308,EVODEX.0-P17334,EVODEX.0-P18308",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:2]([C:1])=[O:3])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]OC(=O)[C@]([H])(N([H])[C:2]([C:1])=[O:3])C([H])([H])C1:C([H]):N([H]):C2:C([H]):C([H]):C([H]):C([H]):C:1:2
EVODEX.0-E1173,"EVODEX.0-P17339,EVODEX.0-P17772",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:2]([C:1])=[O:3])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]OC(=O)[C@]([H])(N([H])[C:2]([C:1])=[O:3])C([H])([H])[H]
EVODEX.0-E1174,"EVODEX.0-P17342,EVODEX.0-P17367,EVODEX.0-P17371",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:49](=[O:50])[C:51])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]N([H])C([H])([H])[C:49](=[O:50])[C:51]
EVODEX.0-E118,EVODEX.0-P2166,[O:10]=[C:11]1[C:12]([H:18])=[C:13]([H:19])[C:14](=[O:15])[C:16]([H:20])=[C:17]1[H:21].[H][C@@:5]([C:4])([O:6][H])[C:7]>>[C:4][C:5](=[O:6])[C:7]=[O:8].[H][O:10][C:11]1:[C:12]([H:18]):[C:13]([H:19]):[C:14]([O:15][H]):[C:16]([H:20]):[C:17]:1[H:21]
EVODEX.0-E1182,"EVODEX.0-P17406,EVODEX.0-P18812,EVODEX.0-P18821,EVODEX.0-P19484,EVODEX.0-P19489,EVODEX.0-P19494",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:67](=[O:68])[C:69])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[H][N:10]([C:8])[C:11]>>[C:8][N:10]([C:11])[C:67](=[O:68])[C:69]
EVODEX.0-E1185,"EVODEX.0-P17432,EVODEX.0-P17437,EVODEX.0-P17443,EVODEX.0-P17448,EVODEX.0-P17860,EVODEX.0-P17901,EVODEX.0-P17906,EVODEX.0-P17911,EVODEX.0-P17914,EVODEX.0-P18408,EVODEX.0-P18531,EVODEX.0-P18536,EVODEX.0-P18541,EVODEX.0-P18546,EVODEX.0-P18717,EVODEX.0-P18722,EVODEX.0-P18727,EVODEX.0-P18732,EVODEX.0-P32402,EVODEX.0-P32673,EVODEX.0-P32753,EVODEX.0-P32956,EVODEX.0-P32964,EVODEX.0-P32969,EVODEX.0-P47235",[H][O:19][C:18].[C:45][C:46](=[O:47])[O:48]>>[C:18][O:19][C:46]([C:45])=[O:47].[H]
EVODEX.0-E1188,"EVODEX.0-P17507,EVODEX.0-P17558",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:49](=[O:50])[C:51])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]N([H])C([H])(C([H])([H])[H])[C:49](=[O:50])[C:51]
EVODEX.0-E119,"EVODEX.0-P2076,EVODEX.0-P2080",[O:2][C:3]1=[C:4]([O:5])[C:7](=[O:8])[C:9]([C:10])=[C:60]([C:61])[C:62]1=[O:63].[H][C@@:68]([C:67])([O:69][H])[C:70]>>[H][O:8][C:7]1:[C:4]([O:5]):[C:3]([O:2]):[C:62]([O:63][H]):[C:60]([C:61]):[C:9]:1[C:10].[C:67][C:68](=[O:69])[C:70]=[O:71]
EVODEX.0-E1194,"EVODEX.0-P17531,EVODEX.0-P17535",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:2]([C:1])=[O:3])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])[H])[C:2]([C:1])=[O:3]
EVODEX.0-E1197,"EVODEX.0-P17549,EVODEX.0-P17567,EVODEX.0-P17576",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:16]([C:15])=[O:17])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]OC([H])([H])[C@]([H])(N([H])[H])[C:16]([C:15])=[O:17]
EVODEX.0-E120,"EVODEX.0-P2059,EVODEX.0-P2127",[H][C:2]([C:1])([O:3][H])[H:70].[O:5][C:6]1=[C:7]([O:8])[C:10](=[O:11])[C:12]([C:13])=[C:63]([C:64])[C:65]1=[O:66]>>[C:1][C:2](=[O:3])[H:70].[H][O:11][C:10]1:[C:7]([O:8]):[C:6]([O:5]):[C:65]([O:66][H]):[C:63]([C:64]):[C:12]:1[C:13]
EVODEX.0-E1201,"EVODEX.0-P17653,EVODEX.0-P17658",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:49](=[O:50])[C:51]=[O:52])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[H][N:54]([C:55])[H:97]>>[C:49](=[O:50])([C:51]=[O:52])[N:54]([C:55])[H:97]
EVODEX.0-E1205,"EVODEX.0-P17734,EVODEX.0-P17740,EVODEX.0-P17745,EVODEX.0-P17750,EVODEX.0-P18286,EVODEX.0-P18291,EVODEX.0-P18296,EVODEX.0-P18301,EVODEX.0-P18557,EVODEX.0-P18563,EVODEX.0-P18568,EVODEX.0-P18618,EVODEX.0-P19588,EVODEX.0-P19593,EVODEX.0-P19598,EVODEX.0-P19603",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:49](=[O:50])[C:51]=[C:52])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[H][N:60]([C:61])[H:112]>>[C:49](=[O:50])([C:51]=[C:52])[N:60]([C:61])[H:112]
EVODEX.0-E121,EVODEX.0-P2061,[C:1][C:2](=[O:3])[H:70].[H][O:8][C:7]1:[C:6]([O:5]):[C:64]([O:65]):[C:62]([O:63][H]):[C:11]([C:12]):[C:9]:1[C:10]>>[H][C:2]([C:1])([O:3][H])[H:70].[O:5][C:6]1=[C:64]([O:65])[C:62](=[O:63])[C:11]([C:12])=[C:9]([C:10])[C:7]1=[O:8]
EVODEX.0-E1211,"EVODEX.0-P17778,EVODEX.0-P17783",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:2]([C:1])=[O:3])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]OC(=O)[C@@]([H])(N([H])[C:2]([C:1])=[O:3])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
EVODEX.0-E1213,"EVODEX.0-P17856,EVODEX.0-P18056,EVODEX.0-P18058,EVODEX.0-P18064,EVODEX.0-P18067,EVODEX.0-P18608",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C:2](=[O:1])[C:3])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H].[H][O:25][C:26]>>[O:1]=[C:2]([C:3])[O:25][C:26]
EVODEX.0-E1216,"EVODEX.0-P18150,EVODEX.0-P18161,EVODEX.0-P33016,EVODEX.0-P33022,EVODEX.0-P33028",[C:1]=[C:2][C:3](=[O:4])[O:5].[H][O:7][C:8]>>[C:1]=[C:2][C:3](=[O:4])[O:7][C:8].[H]
EVODEX.0-E1218,"EVODEX.0-P18070,EVODEX.0-P18076,EVODEX.0-P18092,EVODEX.0-P18097,EVODEX.0-P18107,EVODEX.0-P18234",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C:8]([C:7]=[C:6])=[O:9])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H].[H][O:34][C:33]>>[C:6]=[C:7][C:8](=[O:9])[O:34][C:33]
EVODEX.0-E122,"EVODEX.0-P2062,EVODEX.0-P2063,EVODEX.0-P2064,EVODEX.0-P2065,EVODEX.0-P2067",[H][C:3]([C:2])([C:4])[O:5][H].[C:11]:[C:15]1:[C:16](:[N:17])[C:18](=[O:19])[C:20](=[O:21])[C:22](:[C:23]):[C:29]1:[N:28]>>[C:2][C:3]([C:4])=[O:5].[H][O:19][C:18]1:[C:16](:[N:17]):[C:15](:[C:11]):[C:29](:[N:28]):[C:22](:[C:23]):[C:20]:1[O:21][H]
EVODEX.0-E1224,"EVODEX.0-P18104,EVODEX.0-P36438",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C:8]([C:7]=[C:6])=[O:9])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[H]O[C:8]([C:7]=[C:6])=[O:9]
EVODEX.0-E1225,EVODEX.0-P18943,[S:48][C:49](=[O:50])[C:51]=[C:52].[H][O:64][C:63]>>[C:49](=[O:50])([C:51]=[C:52])[O:64][C:63].[H]
EVODEX.0-E1226,"EVODEX.0-P18110,EVODEX.0-P18115,EVODEX.0-P18167,EVODEX.0-P18178,EVODEX.0-P18246,EVODEX.0-P18442,EVODEX.0-P18473,EVODEX.0-P18478,EVODEX.0-P18483,EVODEX.0-P18488,EVODEX.0-P18492,EVODEX.0-P18497,EVODEX.0-P18502,EVODEX.0-P18507,EVODEX.0-P18512,EVODEX.0-P18517,EVODEX.0-P18522,EVODEX.0-P18578,EVODEX.0-P18588,EVODEX.0-P18593,EVODEX.0-P18665,EVODEX.0-P18670,EVODEX.0-P18675,EVODEX.0-P18680,EVODEX.0-P18993,EVODEX.0-P19014,EVODEX.0-P19019,EVODEX.0-P19024,EVODEX.0-P19029,EVODEX.0-P19186,EVODEX.0-P19191,EVODEX.0-P19196,EVODEX.0-P19201",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:49](=[O:50])[C:51]=[C:52])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[H][O:64][C:63]>>[C:49](=[O:50])([C:51]=[C:52])[O:64][C:63]
EVODEX.0-E123,"EVODEX.0-P2073,EVODEX.0-P2074,EVODEX.0-P2182",[O:1]=[C:2]1[C:3]([H:30])=[C:4]([H:31])[C:5](=[N:6][C:7])[C:16]([H:35])=[C:17]1[H:36].[H][C:22]([O:21])([O:23][H])[C:24]>>[O:21][C:22](=[O:23])[C:24].[H][O:1][C:2]1:[C:3]([H:30]):[C:4]([H:31]):[C:5]([N:6]([H])[C:7]):[C:16]([H:35]):[C:17]:1[H:36]
EVODEX.0-E1231,EVODEX.0-P18227,[H][O:64][C:63]>>[H]OC1:C([H]):C([H]):C(/C([H])=C(\[H])C(=O)[O:64][C:63]):C([H]):C:1[H]
EVODEX.0-E1238,"EVODEX.0-P18205,EVODEX.0-P18210,EVODEX.0-P18220",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:2]([C:1])=[O:3])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[H][N:58]([C:57])[O:59]>>[C:1][C:2](=[O:3])[N:58]([C:57])[O:59]
EVODEX.0-E124,"EVODEX.0-P2086,EVODEX.0-P2129,EVODEX.0-P2152,EVODEX.0-P2154",[C:1][C:2](=[O:3])[H:24].[H][O:4][C:5]1:[C:6]([H:26]):[C:7]([H:27]):[C:8]([N:9]([H])[C:10]):[C:19]([H:32]):[C:20]:1[H:33]>>[H][C:2]([C:1])([O:3][H])[H:24].[O:4]=[C:5]1[C:6]([H:26])=[C:7]([H:27])[C:8](=[N:9][C:10])[C:19]([H:32])=[C:20]1[H:33]
EVODEX.0-E1242,"EVODEX.0-P18236,EVODEX.0-P18452",[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:49](=[O:50])[C:51]=[C:52])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[H][C:63]([C:61])([O:64])[C:65]>>[C:49](=[O:50])([C:51]=[C:52])[C:63]([C:61])([O:64])[C:65]
EVODEX.0-E126,"EVODEX.0-P13071,EVODEX.0-P13740,EVODEX.0-P13756,EVODEX.0-P13797",[H]O[C@@:28]([C:9])([C:26])[H:47]>>[H][C:28]([C:9])([C:26])[H:47]
EVODEX.0-E1262,"EVODEX.0-P18634,EVODEX.0-P18639,EVODEX.0-P18644",[H][N:4]([C:3])[C:5].[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:55](=[O:56])/[C:57]=[C:58]/[C:59]=[C:60])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[C:3][N:4]([C:5])[C:55](=[O:56])/[C:57]=[C:58]/[C:59]=[C:60]
